index,id,title,type,description,release_year,age_certification,runtime,imdb_id,imdb_score,imdb_votes
467,tm36164,Naruto Shippuden the Movie: Bonds,MOVIE,"A mysterious group of ninjas makes a surprise attack on the Konohagakure, which takes great damage. The nightmare of another Shinobi World War could become a reality. Sasuke, who was still a missing nin from Konoha trying to kill his brother, Itachi, appears for the second time in front of Naruto at an unknown location to prevent it from happening.",2008,PG-13,90,tt1160524,6.8,4473.0
468,tm147494,Naruto Shippuden the Movie: The Will of Fire,MOVIE,"Ninjas with bloodline limits begin disappearing in all the countries and blame points toward the fire nation. By Tsunade's order, Kakashi is sacrificed to prevent an all out war. After inheriting charms left by Kakashi, Naruto fights through friends and foes to prevent his death while changing the minds of those who've inherited the will of fire.",2009,PG-13,95,tt1481363,7.0,3626.0
469,tm31564,Linewatch,MOVIE,"Academy Award Winner Cuba Gooding, Jr. is a Border Patrol Officer in the New Mexico desert with a secret past that is about to catch up with him. When his old gang leader tracks him down and forces him to smuggle drugs across the border, he must choose between the life he swore to leave behind and saving his family at any cost.",2008,R,90,tt1047832,5.4,2862.0
470,tm95238,The Boy Who Cried Werewolf,MOVIE,"A Californian family inherits a castle in Romania. This is especially exciting to the son, who is obsessed with monsters. And he is not disappointed.",2010,G,97,tt1451423,5.9,3264.0
471,tm54147,Dostana,MOVIE,Two straight guys who pretend to be a gay couple to secure a posh Miami apartment fall for their gorgeous roommate. Hilarity ensures as Kunal and Sameer strive to convince everyone they are gay while secretly trying to win Neha's heart.,2008,PG-13,145,tt1185420,6.5,14944.0
472,tm99776,Whitney Cummings: Money Shot,MOVIE,"Taped at Washington D.C.â€™s Sidney Harmon Hall, â€œWhitney Cummings: Money Shotâ€ features Cummings commenting on male strippers, fake boobs and getting spanked in the bedroom, among other things, in this hilarious performance. Itâ€™s not every day a funny lady reveals the best way to punish a boyfriend, what itâ€™s really like to date a vampire, the similarities between The Food Network and porn and the â€œemotional ninjaâ€ tactics all women have at their disposal!",2010,,48,tt1659261,6.2,907.0
473,tm30170,Don,MOVIE,"DCP DeSilva sees a way to bring to justice the feared head of a criminal empire by recruiting a man named Vijay, who looks exactly like the crime boss. The ruse works too well, and soon Vijay finds his life in danger when DeSilva, the only one who knows his true identity, dies.",2006,PG-13,178,tt0461936,7.1,36836.0
474,tm37945,Rock On!!,MOVIE,"Aditya, Joe, Kedar and Rob form a rock band, but break up after they fail to make a success of it. They establish regular lives until they decide to reunite and take another shot at fulfilling their dreams.",2008,,144,tt1230165,7.7,21963.0
475,tm25029,Eternal Summer,MOVIE,Three high school students experience the perks and pitfalls of love in director Leste Chenâ€™s sensitive tale of friendship and yearning.,2006,,105,tt0885520,7.0,2630.0
476,tm59880,Mike Birbiglia: What I Should Have Said Was Nothing,MOVIE,"Mike says, ""A few years ago my therapist suggested I keep a journal of all the crazy things that were going on in my life, so that I could keep things in perspective. Around the same time audiences were demanding more material, and I realized that other people might enjoy these stories-so I started sending them out to my mailing list. Now, my Secret Public Journal has become a Comedy Central special and DVD for all the world to see. Not sure this is what my therapist had in mind.""",2008,,60,tt1188112,7.6,1789.0
477,tm34524,"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,"A retelling of the Drum Island storyline from the manga. It features Franky, Nico Robin, and the Thousand Sunny, who weren't present in the original version.",2008,PG-13,95,tt1206326,7.0,1189.0
478,tm83175,Welcome,MOVIE,"Dubai-based criminal don Uday takes it upon himself to try and get his sister Sanjana married - in vain, as no one wants to be associated with a crime family. Uday's associate Sagar Pandey finds a young man, Rajiv, who lives with his maternal uncle and aunt - Dr. and Mrs. Ghunghroo. Through extortion he compels Ghunghroo to accept this matrimonial alliance. But Rajiv has already fallen in love with young woman in South Africa. When the time comes to get Rajiv formally engaged to this woman, he finds out that Sanjana and she are the very same. With no escape from this predicament, the wedding is planned, with hilarious consequences.",2007,,160,tt0488798,6.9,21799.0
479,tm65839,Just Another Love Story,MOVIE,"Jonas is a Copenhagen homicide scene photographer, happily married, with two kids. One day, his car stalls, another car slams into him, runs head on into a third car and flips into the ditch. The other driver, Julia, is critically injured. He visits her in the hospital and is greeted by her family, who assumes he must be the Sebastian she told them about, the new fiance she met in Vietnam.",2007,,100,tt1024942,7.2,4849.0
480,tm89936,Arahan,MOVIE,"Sang-hwan became a cop in order to help the downtrodden, but he doesn't get much respect. All that changes when he meets the Seven Masters.",2004,,114,tt0404777,6.6,3813.0
481,tm22540,Phir Hera Pheri,MOVIE,"Babu Rao, Raju and Shyam, are living happily after having risen from rags to riches. Still, money brings the joy of riches and with it the greed to make more money - and so, with a don as an unknowing investor, Raju initiates a new game.",2006,,155,tt0419058,7.1,22505.0
482,tm34846,Bleach the Movie: Fade to Black,MOVIE,"A mysterious reiatsu (spiritual particle) explosion occurs in the center of Seireitei in Soul Society, causing it to be destroyed. At the exact same time, a major change overwhelms Kuchiki Rukia, which leaves her losing something important inside. Urahara Kisuke sends Kurosaki Ichigo to Soul Society to investigate the disturbance. Upon reaching Seireitei, Ichigo is attacked by his ally shinigamis.",2008,PG-13,94,tt1339302,7.2,2151.0
483,tm32885,Rang De Basanti,MOVIE,"After a group of friends graduate from Delhi University, they listlessly haunt their old campus, until a British filmmaker casts them in a film she's making about freedom fighters under British rule. Although the group is largely apolitical, the tragic death of a friend owing to local government corruption awakens their patriotism. Inspired by the freedom fighters they represent in the film, the friends collectively decide to avenge the killing.",2006,PG-13,157,tt0460895,8.1,118092.0
484,ts44663,Oscar's Oasis,SHOW,"Oscar's Oasis is a is non-verbal animated cartoon produced by TeamTO and Tuba Entertainment in association with Cake Entertainment based on the original show broadcast on Disney Channel Asia. It started as a series of 1-2 minute shorts under the title Ooohhh Asis. Oscar's Oasis can be viewed on the Nintendo 3DS in 3D via Nintendo Video in Australia and Europe. In the United States, all 78 episodes can be seen on Netflix Streaming grouped into 19 meta-episodes of 4 episodes each and 1 meta-episode containing the last 2 episodes. In Latin America and Brazil, the Spanish and Portuguese dub airs on Cartoon Network Latin America.",2010,TV-Y,9,tt2080922,7.4,572.0
485,tm82765,Swades,MOVIE,"NASA employee Mohan Bhargav comes to India to take his grandmother along with him at his home abroad. During his stay at his native place, he comes across various social issues faced by the villagers and decides to take a stand for them, to improve their quality of life.",2004,G,189,tt0367110,8.1,89085.0
486,tm170169,Kaal,MOVIE,"After a series of deaths in Orbit Park, India, are attributed to a man-eating tiger, wildlife expert Krish and his photographer decide to investigate the incidents for a magazine article.",2005,,127,tt0415908,4.7,5309.0
487,tm44749,Sorry to Disturb,MOVIE,"Hassan, a brilliant aviation engineer struggles with loneliness and depression while trying to design his exceptional project.",2008,,116,tt1282371,8.0,5824.0
488,tm47325,2 Alone in Paris,MOVIE,"A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",2008,,94,tt1077097,5.4,2482.0
489,tm146887,Delhi-6,MOVIE,"Roshan, an NRI, arrives in Old Delhi with his ailing grandmother and starts to rediscover himself before getting caught in a religious dispute that shakes the once peaceful neighborhood.",2009,,141,tt1043451,6.1,7683.0
490,tm144345,Kal Ho Naa Ho,MOVIE,"Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.",2003,PG,186,tt0347304,7.9,68028.0
491,tm70222,Sivaji: The Boss,MOVIE,Corrupt police and politicians target a computer engineer for trying to better the lives of less privileged citizens.,2007,PG-13,189,tt0479751,7.5,19556.0
492,tm92977,Ishqiya,MOVIE,"While on the run from goons, a man and his nephew fall for a kidnapper's seductive widow.",2010,R,115,tt1345777,7.3,10415.0
493,ts37200,Trotro,SHOW,"Trotro is a little donkey with a head full of ideas. He knows exactly what he likes and doesn't like. He's a positive and engaging hero, with whom young children will easily identify.",2004,TV-G,3,tt1074443,6.2,120.0
494,tm98975,Guzaarish,MOVIE,"Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.",2010,PG,126,tt1438298,7.4,18466.0
495,tm25842,A Lion in the House,MOVIE,Five families struggle with the ups and downs of cancer treatment over the course of six years.,2006,,225,tt0492472,8.699999999999998,312.0
496,tm43179,Oye Lucky! Lucky Oye!,MOVIE,"Lovinder Singh, a thief now in custody and facing trial, reflects on his life of crime while the press reflect on how he managed to get away with so much before being arrested.",2008,,126,tt1292703,7.7,17411.0
